text,sentiment
"Г-н Вышенков, ваши ошибки свидетельствуют о вашем постоянном состоянии.  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",l
"Г-н Вышенков, ваши ошибки свидетельствуют о вашем постоянном состоянии.  И у людей есть имена.   .  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",l
"И при этом всем, заход в наш порт, по цене самый дорогойв мире.  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",p
"Жаль парней нет слов…. сам работал на Неве и неоднократно видел, как суда врезаются в опоры мостов, но чтобы перевернуться???  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",n
"На самом деле, эта статья ― только предположение.  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",l
"Спецы открывали рубку на поверхности или, откачав воду из рубки, или когда она уже оттуда сама вытекла, то есть ничто не мешало двери.  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",l
"Так как дверь в рубку открывалась наружу, а не вовнутрь открыть её, когда рубка погружённая в воду практически невозможно, так как ты при открывание в таком положение, должен приложить усилие для «сдвига» не воздуха, как на суше (как и делали спецы после поднятия), а толщу воды, которую одному или двумя людьми сделать практически невозможно.  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",l
"Для примера: когда автомобиль утонул, спасатели рекомендуют вылезать только открывая окно, так как дверь не откроешь, как ни пытайся, и спиной вперед.  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",l
На деле работа состоит из сплошных нарушений.  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated],n
"Дело даже не в прочности корпуса, а в мощности этих буксирчиков…  [коллективный. Форум: Последняя минута экипажа РБТ-300 (2012)] [not disambiguated]",l
..  Совет федерации подготовил закон против нацизма.  Отрывок из статьи «Известий»: ― За последние 20 лет должного внимания этому вопросу не уделялось вообще.  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated],l
"В компании можно встретить человека, который рассказывает, что нацизм сродни патриотизму, и его никто не будет одергивать, ― констатирует Добрынин.  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l
В качестве примера он приводит прошедший в ноябре «Русский марш».  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated],l
"― Тогда были задержаны 25 человек в форме СС, которые «зиговали».  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l
"Совсем недавно здесь обсуждалось событие когда оптинский старец, духовник патриарха благословил именно этот «Русский марш».  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l
"Цитата: Алексей.by Встречный вопрос: допустимо ли ПЦ поддерживать режим, проводящий политику разрушения нации?  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l
"Национализм общества подобен эгоизму в человеке, это качество не считается нравственным.  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",n
"2. Форма у них не нацистская, а точь-в-точь как у Российских подводников.  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l
"Встречный вопрос: допустимо ли ПЦ поддерживать режим, проводящий политику разрушения нации?  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l
"Я думаю, с таким тварями, которые осуждают русский марш, православной церкви точно не по пути.  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l
А также государству в установленной законом форме.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated],l
"Маша, а имя-фамилия автора письма в личку случайно не на одну букву отличается от героя одной из книг С. Минаева?  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated]",l
"Друзья, в случае ежели чего, добро пожаловать в Киев!  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated]",l
С каждым словоизвержением ваших чаплино-смирновых и дифирамбно-молчаливым соглашательством Патриарха это настроение становится все слабее и слабее.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated],n
"Было правительство, и был Совет рабоче-крестьянских депутатов.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated]",l
"Перед ним теперь отчитывается патриарх, попы и миряне.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated]",l
Однако для того чтобы поддержать разговор с умным человеком надо как-то соответствовать некоему уровню образования собеседника.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated],l
"Типичный пример панибратства, смахивающего на хамство, ― личность блогера Мониавы.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated]",n
"Одним словом, каша в каждой отдельной голове.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated]",l
"Но собранные вместе, эти головы совершенно отчетливо дают образ системы координат.  [коллективный. Форум: Пришло в личку... (2012)] [not disambiguated]",l
"[Златомрежева Алла, nick]   Вывод-концовка гениален: «И эти люди учили нас нравственности и государственному строительству».  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",p
"[Златомрежева Алла, nick]   Вы содрали это из анекдота: мальчик подсматривает за родителями в спальне и говорит ― и эти люди запрещают мне ковырять в носу?!  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",l
"[Петергофский Самсон, nick]   Да, Алла грешен, ― именно этот анекдот у меня крутился в голове, когда я знакомился с материалами о семейной жизни «основоположников русского социализма».  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",l
"[Петергофский Самсон, nick]   Если бы он был от коммунистов, ― то он был бы красным, если бы от российского посольства ― то бело-сине-сине-красный, а так не пойми что.  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",l
"[Субботин Антон, nick]   Революционеры, политики, учёные, артисты, писатели, музыканты и т. д. имеют право на личную жизнь, в том числе интимную, на любую сексуальную ориентацию.  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",l
"[Субботин Антон, nick]   В личной жизни выдающийся человек не обязан быть идеалом.  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",l
"[Сбруев Виктор, nick]   Вы пытаетесь выставить Герцена неким пошлым развратником, а это был тонкий, глубоко думающий и ответственный человек.  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",p
"[Сбруев Виктор, nick]   Ответственный настолько, что, боясь сделать хуже, разошёлся с революционерами, призывающими к разрушению государства, заявив Бакунину: «Нельзя людей освобождать в наружной жизни больше, чем они освобождены внутри» …  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",n
"[Петергофский Самсон, nick]   «Ответственный человек» 12 лет открыто спал с женой своего друга детства.  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",l
"[Мит Андрей, nick]   Жаль времени сегодня нет.   Надо ехать по делам.   Но я успел заценить.  [коллективный. Форум: Размышления на могиле Герцена (окончание). Обсуждение (2012)] [not disambiguated]",l
Buka ― nick   Человек ― nick   Titus ― nick  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated],l
"В компании «Третий парк» заявили, что не санкционировали нанесение рекламы с человеком, который заключил союз с Гитлером.  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",l
"А точнее ― результат планомерного насаждения сепаратистской, а равно нацистской идеологии в головыидиотов.  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",n
При нынешней политике стоящих у власти в России воров развал государства более чем вероятен.  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated],n
"«Встревоженные читатели» ломанулись встревоженно звонить во все инстанции.  Вот людям делать нефиг.  Тревожились бы лучше о своей семье, об окружающей среде, нет, их тревожит чья-то фотка на какой-то машине.  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",l
"И получается, что Маннергейм спаситель Санкт-Петербурга, можно сказать его ангел-хранитель.  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",p
"А то что когда финны с северной стороны держали город в блокаде, люди вымирали тысячами в день от холода и голода как в большом конц. лагере, это как-то не вспоминается.  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",l
"Активисты движения «Ингрия» считают, что важную роль в спасении Ленинграда от фашистов сыграл человек, который возглавлял армию противника ― это и неудивительно, что кучка дебилов и дегенератов из движения «Ингрия» вспоминают, безусловно ― Великого сына Финляндии и Российской Империи, но маршала вражеской армии, взявшей в Блокадное Кольцо осаждённый Ленинград, и эта провокация сепаратистов происходит в канун Великой Победы над фашизмом!  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",l
"Вообще-то резню устроили финские коммунисты в паре с националистами, а Маннергейм как раз резню и погромы прекратил и навел порядок.  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",l
"Да просто людям захотелось, в чем проблема-то?  [коллективный. Форум: Сепаратисты провезли по Петербургу Маннергейма (2012)] [not disambiguated]",l
"Среди горожан давно известно, что стамеска ― она на площади Победы.  Из-за характерной формы навершия колонны.   .  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",p
"Жаль, его сын Николай оказался не достоин отца.  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",p
Этот человекдостоин памятника на почетном месте.  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated],p
"ведь метро у нас в Питере на каждом углу и дальнейшего развития не требует, дороги в идеальном состоянии, коммуналки все расселены, везде в городе царит чистота и порядок!  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",p
"Зачем устанавливать памятник в таком месте, где пешеходу невозможно подойти к нему и рассмотреть шедевр?  Чем не устраивает нынешнее положение дел?   .  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",l
"Там есть платный подземный переход: заходишь в метро «Площадь Восстания», проходишь под землёй до выхода на «Московский вокзал» или «Маяковскую» : D  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",l
"По всем законам красоты и гармонии площадь для нее просто мала, не говоря уже про грубые непропорциональные. истинно совецкие формы.  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",n
"Чего и Вам желаю: дело не в законе, а в том, чтоб мандаты не потерять.  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",l
"Речь об этом уже давно идет, только до дела не доходит.  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",l
"Надо же им как то время проводить, ведь жизнь у них такая длинная, более важных дел в этой жизни у них нет.  [коллективный. Форум: Смольный хочет поговорить о месте Александра III (2012)] [not disambiguated]",l
"[Funt, nick]   - условия и порядок предоставления третьим лицам доступа к базе данных, каким документом они будут регламентированы;  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",l
"[Funt, nick]   - порядок посещения школ детьми, чьи родители обоснованно откажутся от предоставления персональных данных своих детей.  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",l
"[Druidomama, nick]   Даже подумать страшно, насколько вокруг всё запущено, коли ТАКОЕ остаётся безнаказанным и продолжает твориться беспредел!   Надеюсь, у нас хватит сил противостоять.  [Funt, nick]   Дальше действовать будем мы!!!  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",n
"[rvgrigoruk, nick]   Учительница понимающе покивала головой, что мол тоже не очень довольна, но что поделать, все равно это будет.  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",n
"[Funt, nick]   Тот, едва поняв, что это звонит вовсе не поклонник турникетов ― сперва пригрозил ему голову открутить (чем очень его удивил), затем пообещал 30 штук баксов.  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",n
"[Funt, nick]   Он там мастер фирмы менять, так что смотрите…  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",l
"[rvgrigoruk, nick]   Но не до всех родителей, знали всего несколько чел.  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",l
"[rvgrigoruk, nick]   У нас победа!!!!!!!!!!!!!!!   Благодарю всех помогавших ссылками, советами.   Директор через учителей попросил прийти родителей подавшим заявление, чтобы согласно закону дать ответ.  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",p
"[rvgrigoruk, nick]   В нашей школе есть учителя-герои, в одном из классов, клас. рук. сказала: «может, мне и влетит, но этих турникетов нам не надо, пишите все отказ», и родители дружно написали.  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",l
"[rvgrigoruk, nick]   Отказников единицы на школу, в принципе все, кто отказался от турникетов.  Людям нравится, что сделаешь.  [Лилия, nick]   Я столкнулась с требованием школы на разрешение на сбор и использование персональных данных.  [коллективный. Форум: Турникеты в школах (2011-2012)] [not disambiguated]",p
"[Родионов Михаил, nick]   Утопающий (Вятрович энд компани) известно за что хватается… ))) Он же разоблачил мифы о героине УПА ― еврейке Стелле Кранцбах (о которой распиналась президентша Кэтрин Чумаченко и даже «поселила» её – поручицу Киже – в Израиле в качестве работницы тамошнего МИДа) и участии УПА в неких крупных сражениях с немцами, где те, бедняги, потеряли туеву хучу солдатиков.  ))) [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"[Мит Андрей, nick]   Вот об этом и пост.  [Григорьян Владимир, nick]   Дело за малым.   Необходимо, чтобы это «дошло» до оппонентов, которые вместо понимания того, что подобные посты являются попытками разобрать «авгиевы конюшни», ищут чёрных кошек в тёмных комнатах, везде им мерещится измена Родины, пособничество врагам и прочая пропагандистская ахинея.  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",n
"[Багаев Александр, nick]   Значит ― есть у вас в голове такое деление советских граждан на тех и этих.  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"[Багаев Александр, nick]   СС ― проводники и исполнители расовой политики Рейха.  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"[Багаев Александр, nick]   Так что все советские евреи и не евреи, военнопленные, коммунисты, комсомольцы и просто попавшие под горячую руку эсэсовцам ― все, кого нацисты намеренно уничтожили между 22.06 и 14.07.1941 не на поле боя ― это по логике Мита ещё не жертвы расистской политики, воспетой Гиммлером.  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"[Багаев Александр, nick]   Княгинин Алексей: Евреи это евреи, это одно.   Красные недочеловеки (коммунисты) это другое.   У Багаева выходит, что уничтожение евреев началось с уничтожения коммунистов???  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"[Багаев Александр, nick]   Этих людей объединили евреи одной религией, одной идеологией, именуемой большевизмом, с задачей… сокрушить Германию и весь мир.  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"[Кузнецов Андрей, nick]   ) сколько тысяч или сотен тысяч гитлеровцев «запытали» красные, чтобы делать обобщения (см. цитату княгинина ниже)?  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"[Кузнецов Андрей, nick]   Виноват, опять забыл, что я на сайте (который якобы награду получил за «культуру и общение»), где преобладают (среди пишущих по истории СССР) поклонники фашизма; а остальное ― это «советская пропаганда».  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",n
"[Кузнецов Андрей, nick]   Нормальные люди отличают антибольшевизм и фашизм, советофобию и русофобию.  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l
"Но делами, которые озвучены в статье, почему-то никто заниматься не захочет.  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated]",n
"Может, потому, что нужные люди всегда в цене?  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated]",l
Очень близкой описанному примеру была и сцена пленения И. Шамиля Князем Брятинским близ села Гуниб Дагестана.  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated],l
. ну… это моя шиншилла домашняя. а корона ― так я у нас в семье королева-мать.  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated],l
". я просто к тому, что «апофеоз мышиных королей» ― это апофеоз серости.  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated]",l
Не люблю короны на голове. и потом ― у меня связаны с нею воспоминания. мне её оставили ― а я не взяла.  ( [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated],l
"У вас нет просто любимыхлюдей, которые могли бы проходить мимо этих борзых и могли бы пострадать от их действий.  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated]",n
"А нас убеждали, что красные пинджаки ушли в прошлое)  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated]",l
«Успешные» люди и так пошло из-за ста штук евро максимум.  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated],l
"Если суд даст Нестеркину по минимуму, учитывая, например, состояние аффекта, я бы счёл это правильным.  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated]",p
"[Боа, nick]   Ищешь понравившегося малыша, башляешь бабки Опеке, и через месяц увозишь в свои хоромы игрушку.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"[Наталья Йылмаз, nick]   Официально ― для того, чтобы заменить малолетним преступникам тюрьму «профилактическими беседами», а остальных детей защитить от «произвола родителей».   На самом деле вскоре мы получим:    1) безнаказанно орудующие в каждой школе, в каждом дворе молодёжные банды и 17-летних наркоторговцев, которых нельзя даже привлечь к ответственности;  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"[Наталья Йылмаз, nick]   Задумайтесь: нужен ли нам подобный «передовой западный опыт»?  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"[Наталья Йылмаз, nick]   Просьба ко всем неравнодушным людям распространить эту информацию по форумам, а еще лучше в виде бумажных листовок, которые можно повесить на доске объявлений в подъезде, положить в почтовые ящики семей с детьми, раздать или повесить на детской площадке или у поликлиники.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"[Юлия Реванш, nick]   Слушания были организованы Комитетом в защиту семьи, детства и нравственности, который был создан рядом общественных организаций, обеспокоенных попытками внедрения в России губительной практики ювенальной юстиции.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"[Юлия Реванш, nick]   По оценке организаторов, принять участие в обсуждении пришло более 1200 человек.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"[Юлия Реванш, nick]   Вряд ли большинство наших людей вообще захотят разбираться в этом термине.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",n
"[Юлия Реванш, nick]   Наукообразность этого словосочетания была придумана специально, именно для того, чтобы простые люди (которым своих детей растить надо) над ним не задумывались и не вникали.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"[Юлия Реванш, nick]   - Формально ― это милосердное правосудие для малолетних преступников, не связанное с лишением свободы и защита детишек от произвола родителей.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",p
"[Юлия Реванш, nick]   На самом деле ― это, во-первых, полная безнаказанность молодёжной преступности.  [коллективный. Форум: Что такое полноправная Ювенальная юстиция (или смерть семье) (2009-2012)] [not disambiguated]",l
"Он занят более важными делами ― грехи свои смертные замаливает, не отвлекайте!  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",p
"Цинично будет звучать, но на самом деле настроение-то минорное, когда вспоминаю анекдот про «нет рук ― нет и мультиков».  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",n
Вчера надо было царю-батюшке звонить на прямую линию.  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated],l
"Не так страшен черт, как его малютка…  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",n
"Тот же 90-й ― моя любимая маршрутка, как раз на Жерновской кольцо и едет и до Чернышевской и до Владимирской, аж до Витебского и Двинской!  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",l
"Я соглашусь с Вами в том, что люди ПРИВЫКЛИ.  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",l
"НО, опять-таки, Малоохтинский также населен маршрутками, теми же трамваями и почти теми же автобусами, вот в чем дело.  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",l
"Т.к. статья именно на этом и построена ― дабы вызвать сочувствие у людей, НО автор наверняка не знает район о котором пишет.  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",n
"Дело здесь ― в привычке людей и об этом надо писать, а не бросаться такими громкими словами как окраина и т.д.  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",l
"Вот с этим ― согласна, но это уже совсем другая тема и статья должна была быть именно об этом ― зачем дергать детей, учителей и т.д. если люди ПРИВЫКЛИ?  [коллективный. Форум: Школе для слепых подыскали место в глуши (2012)] [not disambiguated]",l
"«Отворились врата» ― «открылась дверь».  Напоминает чем-то сказку из детства?  Ой, мама…  [коллективный. Форум: Этнопсихология. Балканы (2012)] [not disambiguated]",l
"Как представитель какой-то очень маленькой страны, а так в принципе как и восточный европеец, говорящий с очень чисто выраженным славянским акцентом и занимающийся какими-то не совсем законными делами.  [коллективный. Форум: Этнопсихология. Балканы (2012)] [not disambiguated]",n
"Я думаю, главный герой игры GTA 4 отображает все западные стереотипы о балканцах и о восточных европейцах, даже одежда.  [коллективный. Форум: Этнопсихология. Балканы (2012)] [not disambiguated]",l
Недочет разработчиков ― к спортивным штанам не хватает туфель и кепки на голову!  [коллективный. Форум: Этнопсихология. Балканы (2012)] [not disambiguated],l
Мы все довольно разные и странныелюди.  [коллективный. Форум: Этнопсихология. Менталитет украинцев (2012)] [not disambiguated],n
"А так да, люди очень разные в том числе и в России.  [коллективный. Форум: Этнопсихология. Менталитет украинцев (2012)] [not disambiguated]",l
"P.S. Добавлю еще, что менталитет так же включает материальную культуру и уклад жизни, а в этом плане, мне кажется, многое в статье описывается довольно правдиво.  [коллективный. Форум: Этнопсихология. Менталитет украинцев (2012)] [not disambiguated]",p
"На мой взгляд, в менталитете украинцев есть две составляющих: первая ― это те черты, которые выработалисть в «совке» и в постсоветский период и по которым украинцы во многом сближаются с другими народами бывшего СССР, вторая ― это более ранние черты, которые даже при сильном влиянии других культур и того самого совка все же четко выделяют этнических украинцев.  [коллективный. Форум: Этнопсихология. Менталитет украинцев (2012)] [not disambiguated]",l
"Русские в среднем по палате чаще забивают голову чем-то возвышенным, оторванным от вещественной реальности и забывают о бытовом благоустройстве.  [коллективный. Форум: Этнопсихология. Менталитет украинцев (2012)] [not disambiguated]",n
"). Протестантизм как раз учил индивидуализму на уровне семьи (или даже отдельного человека), работы именно в корыстливых целях (семье, а не государству или партии).  [коллективный. Форум: Этнопсихология. Менталитет украинцев (2012)] [not disambiguated]",n
