text,sentiment
"@filatkaa Лена, фром Юкрейн) тебе же встречный вопрос)",positive
"Сой парень подарит мне на новый год большого белого медведя) я так рада, люблю его;*",positive
"#дети, #юмор http://t.co/KzR1tf1igo",positive
"Спасибо уже за прекрасное утро, очень круто поиграли в снежки, повалялись в снегу и побесились.\",positive
"Просто замечательно вчера посидели;) и так рада была всех видеть и слышать, столько приятного и позитивного;)",positive
"RT @Kvitka_Lilia: @Mania956 да так, нечем, проснулась недавно :3\",positive
"@irotieva Ирина,верните фотографию!!!Добрый день)))",positive
"ахаха, ты бы видел как я заржал, когда увидел эту картинку:D",positive
"@BakaevaDasha правда я его уже почти убрала, ну ладно )",positive
это прекрасный день ! ;) х\,positive
@rodina_kino пожалуйста покажите фильм #BelieveMovie в Родине :),positive
@tokiohotelkz Что то тебя давно не видно - заходи почаще в гости)),positive
"Just like all those times before,\",positive
@HammerokOne у нас с Димой были ночные посиделки) а после 2-х не могла долго уснуть. Отстой так себя чувствовать,positive
"“@BDT1956: @OlegGazmanov Олег, ваши лучшие!! )) проголосовал . Желаю Победы!!!”\",positive
Увидимся на танцполе!!! ;),positive
В новый сезон на новых коньках :) Ура-ура! http://t.co/wT7MrQiGVt,positive
Так что - аты-баты  \,positive
@SWAGY_Belibers еще скажи что я жирная потому что люблю есть!),positive
"Люблю ,когда у меня дома дети) прыгают,бегают,смеются.реально здорово же !",positive
"@OverchukG @AlinaBlond1 там по моему в 3-4,билет еще покупать надо типо:*",positive
Я отправлюсь назад со всей возможной скоростью. ;-),positive
"Мне нечего заявить о себе кроме того, что я — гениальна...)))",positive
"чем ближе новый год, тем больше планов накрывается большой хвойно-мандариновой жопой))",positive
Хелри они автографы не давали?,positive
Уже второй выходной просыпаюсь с мыслью о том что проспала работу) потом призожу в себя),positive
Твит с марсами) @Red_dragon_hous http://t.co/ZzqJotFIuw,positive
@gavrsergey подумай о будущем: оставь 200 рублей в кармане зимней куртки),positive
"Если и есть две истины, то вот они: 1) любите только себя и живите настоящим; 2) любите все и думайте о вечности. М. Фичино",positive
ЛИНТА ПОЖАЛУЙСТА ПАМАГИ НАБРАТЬ 39 ЧИТАТЕЛЕЙ ПЛИИИЗ #RT \,positive
"ДИРЕКШИОНЕРОВ, БЕЛИБЕРОВ , ЛОВАТИКО, СМАЙЛЕРОВ, ДЖОНАТИКОВ ВЗАИМНО :)\",positive
"Не врать, а вольно и даже где то фривольно интерпритировать  ;)",positive
@Silya65 @yanacowperwood Иди учи историю )) Малороссия блин )),positive
"Ахпхаха, мне Копатыч напоминает нашего трудовика.:D",positive
"@MukinAndrey не думаю,что фон Триер стал бы прислушиваться к этому мнению)",positive
"@RockLive_xx_ Ой, как мило! Спасибо большое, Вик, очень приятно! :)",positive
"@hey_go_to_hell выщепляют) перед процедурой надо еще кучу всего не есть, но я точно не помню что) и никаких гепатитов, tbc и тд в анамнезе",positive
"@HelYksittainen @Peonichka Юкси, мы не хотели на тебя так нападать, мы тебя любим :D",positive
@I_fall_down ну молодец :D\,positive
"RT @evaquxohki: — вот то, что развеселит любого юзера контакта!))) это прикол, разошли друзьям)",positive
"@nickson_9 всех с ДР не поздравишь) конечно не все равно, Двери лучшие!",positive
"RT @MinionApe: @Khatsevich_Ann @ic_kr ахахахах, даааа, уносит всеи вся:D",positive
@yulchik1997 он просто прекрасен)это судьба)мы встретились с ним 2 раза),positive
@dasha_semykina вообще все его книги тяжело читаются. Для них нужен особый момент в жизни:),positive
@Utrona5 свето-звуковую систему поиска в женской сумке ))),positive
ну удачи с уборкой с::,positive
"Фуу, мороженные песни, отстой, приперлись в школу к 10, рано встали, #мыпросралитричаса:)",positive
@banduren но зато хоть новые названия узнал  :D честно говоря в ближайшие 2 года их ждать не стоит :D,positive
"Как же это круто, когда моё утро начинается в 2 часа дня!))))всем хорошего дня)",positive
@Kitty_Ksenka БЛЯ Я ШЯ КОНЧУ :D\,positive
"@LinaDoroshenko спасибо,  стараюсь) пары то пропускать не хочется",positive
"@Viktuar1964 @PsykerO1477 и мы молились..) Всё будет хорошо. с Богом, отец! не мёрзни)",positive
"@GadelShakirov это не я писала, а муж :-) сорри :-)",positive
"Хм... Не думаю, что обязательно твитить всё подряд каждые пять секунд. Ну да ладно, буду твитить, пока есть что-либо в голове)",positive
"Сейчас брожу по балке, здесь мало домов и довольно тихо. Так клево. Пойду бегать и прыгать :D",positive
@dmitriyshmelev Да причем здесь это.Их просто три штуки уже.Нафиг четвертые?Сегодня покататься?),positive
@elena_titova_88 @RuRailways в городе шавок значит))),positive
"С чего Вы взяли, что если Я так часто к Вам на страницу захожу, то Вы мне нравитесь?  Может Я чисто поржать...))",positive
"@KPEMOK вай,люблю чаек:)\",positive
RT @TukvaSociopat: Людей уже очень много!!! ))) Спасибо Вам!!!  #євромайдан http://t.co/KpMkWJAisn,positive
@_____SH________ А еще обсираешься от малейшего шороха :),positive
RT @absolute_holy: Напишу письма на НГ:D\,positive
#RT,positive
Где я готовлюсь к экзамену? Конечно в метро) Потому что дома это как то нереально. Как будто когда я дома меня мысли берут в плен.,positive
Гламберты мы ждем Вас в нашей группе;)\,positive
@yeah_fuck_yeah Ну ты быстрая.Проснулась час назад.Дорое утро пишешь сейчас.:),positive
Хорошо погуляли в пятницу)\,positive
"RT @_Gerardin_: @_LOVE_DAY МЫ С БАБУШКОЙ И С ТЕТЕЙ КАК ОБЫЧНО СКИНЕМСЯ И НАКУПИМ ЕЙ ВСЕГО, ВЫШЕЛ ИЗ НЕЛОВКОГО МОМЕНТА:D",positive
"Он хороший, но маленький)И музыкальный вкус у него отпадный:D",positive
с нашей маленькой духовкой готовили 4 часа :D,positive
"Вчера, останется со мной навсегда) эта нереальная атмосфера;) http://t.co/oMHjL2hVSi",positive
"Утро без кофе как, одина палочка твикс без другой )",positive
"-У дерева хуй,ихихи!\",positive
Проснулись. Смеемся) Кто еще прощает мне мои глупости?),positive
@Chandnijaan1 теперь вк написала) зачем- не знаю!)) балда,positive
RT @parovoz_mag: Паровоз красиво подсветили) http://t.co/IcYXmJ6zAo,positive
"@RadiopAshA Это детеныш кенгуру, а вовсе не правнук Нельсона Манделы, как все подумали!.. : )))",positive
"@KunMark2 Нету у меня столько денег, надо коопиться с магазинами :)",positive
RT @RussNYC: Эти глаза напротив...) http://t.co/3oXm208ia6,positive
...по времени!) и кстати! Первая глава диплома уже готова),positive
@RobinFlamm64 я тоже офигела :DD у нее будет двойня,positive
"@Akashi_desu ахахаха:DD да у тебя, блин, своя атмосфера!",positive
"Вот это ночка! Надеемся, вам понравилось :) #MindGames",positive
"""Барышни, что вы херней маетесь, идите лучше на майдан!"" - папа повеселил девочек, раздающих рекламные листовки на улице))",positive
Ааааа ахренеть ща с сурой сушами обожремся. Первый раз такое. Люблю ее:*,positive
моя жизнь протекает в двух состояниях: я сплю и не сплю),positive
Скоро кататься будем:) @ Стадион Олимпийский http://t.co/KT6txNTN2k,positive
"Жизнь отстой,смерть проще...) http://t.co/akHYXeLSTl",positive
"RT @behyhopawewa: Что то мне кажется что фейковое видео немного :) Но мало ли, выразится может захотели как то.",positive
"@KovalchukElena меньше пены....меньше пены....Муля,не нервируй....весёлого банно-прачечного выходного...))))",positive
Этот фильм никогда не надоест) http://t.co/wAE20WwXCD,positive
"RT @KovalLera: Читаю твиты по тегу ""Бикбаев"" - как людей впечатлила эротическая сцена в Орфее) Как говорится - все, что хотели, но боялись …",positive
Приценилась к билетам на ЧМ. Самый дорогой на финал стоит 18 миллионов О_О Зато на Россия-Корея можно бюджетно сходить за 11 тысяч),positive
"А раньше было веселее, живее и экстремальнее, но без малейшего финансового вознаграждения :)) Так что лучше в офисе посидеть.",positive
@GibertDmitry это все нестюково. Вторые выходные трахаюсь с ней :) но вроде пока все.,positive
RT @AnnaSholohovaa: @MarySweetheart9 доброедоброе:) и тебе;),positive
"тебя зовут Сабрина или Сабина? — Ну вообще зовут Сабина ,но мне не нравится это имя)\",positive
"Вова, пришли мне срочно факс!!! У меня кончилась туалетная бумага!:-)",positive
Люблю душевные разговоры с мамой),positive
Почему-то я ретвичу ее ретвиты @believaticn ._.\,positive
"Именно в моменты, когда отваливается DNS понимаешь, что всё это время помнил IP своего VDS :-)",positive
"Прелестная шарлотка получилась, а как пахнет :) http://t.co/YBni64odQx",positive
-Крутой)\,positive
Всегда её зад нравился :D,positive
"Прежде чем ты уйдешь, расскажи мне историю.\",positive
#FOLLOWBACK,positive
*походу моя бабушка будет протерать пол в деревне головой Такеру хD*,positive
"То чувство, когда играешь за Oklahoma Sooners :D http://t.co/kzyJacwdUY",positive
"Жил был дракон который питался девственницами .Прилетел в Росиию,и сдох голода  ) #ЧитаюВзаимно",positive
Все ненавидят понедельник а я его обожаю ведь вечером тренеровка!!!))),positive
-ахах) моя девочка)\,positive
"""-как дела?)",positive
"RT @Tomlinson_JuKay: только что гуляла с @lHarry69  она меня в сугробе похоронила, а потом я отомстила. :D",positive
"- а что ты, Леша, хочешь? Гены :3""©",positive
Ахуенность сегодняшнего дня зашкаливает!!! http://t.co/W6…,positive
"проект открылся =) почему-то он посчитал, что в качестве подключённых либ, ей надо использовать все swc что она умудрилас",positive
@sky_jin8 хахаха ничего не изменилось) Наша @Susann_Ellen  как всегда:D http://t.co/VhiZUCs0xA,positive
#HappyBirthdayIanSomerhalder \,positive
"RT @ElenaRomanowa: Приходила подруга, пила чай. Так и ушла домой со стаканом)))",positive
Где это видано 2 официантки сразу))Яна и Валя очень позитивные девчонки)#heyday#евразия http://t.co/dQ7ZRP07m1,positive
"Из всего вчерашнего треша выбрано 50 более менее адекватных фотографий и видео вперемешку, и что теперь с этим делать..) как выбирать?))",positive
RT @charmedqwark: Женька-улыбашка и моя новая голова :) ❤️❤️❤️ http://t.co/FPQRRury9M,positive
"@08_nastia спасибо,что читаешь меня :з\",positive
Теперь заделайся еще и половником и все - ты идеален :D,positive
"Она позвонила в начале 2,чтобы сказать,что она рада,что это произошло)))",positive
#КонкурсТеннанта @doctorsparadise \,positive
Это всё часовые пояса коварные,positive
"Вот говорят:-""Не открывайте зеленку\",positive
"@panicmustdie меня ломает цена ахаха 80€ и я совсем не знаю их песен ахах но у меня знакомый идет и спросил,могу ли я,типа за компанию)",positive
@hitamyu моя реакция на первую половину твоей заявки)))),positive
@KTOWHO ДОКТОР КТО ПОКА ЕЩЕ НЕ МЕЙНСТРИМ \,positive
"RT @lilka737: Была очень рада всех увидеть. Сразу поняла, кто скучал, а кто лишь делал вид, что скучает.. Спасибо 2 Дашкам за теплоту:-)",positive
с очками из китая \,positive
"у меня столько дел, столько дел, что я пойду попью чайку) http://t.co/7YIsxL8FGV",positive
"@loveyoubaby114 а то приду к тебе после школа,накормлю горячим чаем,будешь сидеть в 10 пледах) и выздоравливать)",positive
"Проспала автобус, электричку, проснулась, а по первому пираты карибского моря, ахаха, збс выходной:)",positive
"RT @Alona_Luchina: Ахах,Тритончик :** http://t.co/h29PYrLYaQ",positive
"сегодня балую себя сладостями, назад в 90, крутооо) спасибо милая @dinadinadiii",positive
Спасибо за поздравление)\,positive
"@MAD_Jenny но в группе экономистов-литераторов англ не знал почти никто хд я из них,вот щас жалею)",positive
Ну как же без этого ;-) :-* :-D http://t.co/GGLjoCFgmL,positive
Забавный Крассноярский кондуктор в автобике с айпадом  и играющий мегаполис)),positive
я придумала\,positive
Он хотел бы поближе взглянуть на тело той несчастной. 3:-) #TeamFollowback,positive
спасибо что есть люди которые поддержат в любой момент)))побольше бы таких)),positive
"@ohksuwa блять,Ксения!я же чуяла жопой,потому что поздравляла тебя недавно!но блять,а вдруг я ошибалась и было бы не красиво не поздравить:D",positive
☺️ Bon día!) @ Леликовская резиденция http://t.co/Sk3y1ysmdk,positive
"RT @BirdVDV: Кто был в Крыму/ Одессе этим летом , тот поймет) http://t.co/J2ihuV3U4A",positive
"благодаря простуде сёстры, я познакомилась с молодым красавчиком педиатром :)",positive
"@sea_yana ДА ОТСТАНЬ, Я ВАЩЕ НИЧЕ НЕ ЗАМЕТИЛА, АГА:*",positive
"RT @zodocoduzuxo: Разбор схемы одной сети ещё раз напомнил: все люди разные. :) Мне менее важен список сущностей, чем оной сети структура.",positive
"@valeri_94 я уже нахуделась, теперь с желудком проблемы)",positive
одним слово…,positive
RT @vik_vans: в Астане очень крутая ёлка :-) http://t.co/O84Wp9WAyc,positive
ждем 17.00,positive
"RT @NobodyNataly: @3_troll хорошо, вот на каток собираюсь, а ты?:)",positive
"Еще одна галочка в жизни поставлена: ""Приготовит салат ""Цезарь"""".:) http://t.co/49e8QFBh2D",positive
"@CORBBO_226 вот мы тебя приютили,бабу тебе дали русскую,а у тебя мозги всё равно антироссийские. Как тебе не стыдно? Пригрели змею на груди)",positive
На 4-5 сутки вроде бы галлюцинации появляются),positive
Надеюсь все будет ЗАМЕЧАТЕЛЬНО ^^,positive
Прям как @Oreshkinatasha любит),positive
"- Юленька, я тебя очень жду. Приезжай к нам поскорее.\",positive
1:0!!!)) #спартак #спартакмосква #spartak #spartakmoscow #fcsm #фксм #moscow @ Дом 25 http://t.co/qtC8uTyOD3,positive
"@JB_my_savior привет,крошк:-) хорошо:-) ты? Я в гостях,ты?",positive
@tommartin__  ахаха)) НЕТ! это будет мой личный повар и доктор),positive
нужно провести референдум \,positive
"б) повесить""",positive
Билеты туда и обратно на новый год взял)) #петропавловск #новыйгод http://t.co/b7yAaHNF3X,positive
@AnotherlLife хорошо-хорошо. ты тоже шапочку там не забывай надевать. это я так.. это самое - заботу проявляю ),positive
"@AShmurnov Вот вам и подарок, Александр! ) С днем рождения!",positive
"Q: А я теперь знаю, что это ты мне эти анонимные вопросы задаешь) Если хочешь узнать как я это узнаю, то...  A: http://t.co/JIJzEq50oB",positive
RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…,positive
13 декабря будет уже 6 месяцев с любимой! И 13 декабря выходит альбом меззы),positive
"RT @myxezydavar: заходи милый ко мне на страничку,статусы читай,фоточки смотри И локти кусай)Ведь я счаст http://t.co/H3n0YRyhaw",positive
"Но вообще да, ""попробуйте выехать из Минска и приехать еще раз"" какое-то :)",positive
ещё одна сочинялка по английскому успешно написана :D,positive
"@Geosatellit да я как бы лет 5 в ней :) первое образование халат, работа халат",positive
"Предлагаю написать друг-другу бумажные письма. Если кого-нибудь заинтересовала эта идея, то пишите, не стесняйтесь;)",positive
Смотрю новогоднюю красную шапочку)так люблю эти ежегодные мюзиклы,positive
"RT @Gerard_cream: #mtvstars One Direction и выводим ,и стораемся!!!!! :D http://t.co/7tGkXIpwCf",positive
Прямая трансляция с майдана) http://t.co/8eJGt9RksD,positive
Готовлюсь к Новому Году))^ #снег #мишура #олени http://t.co/ym4Iz8KAjQелка #дедмороз http://t.co/TrHeouKQUl http://t.co/0gbQ9gpmj2,positive
@La_kokos не знаю еще) смотря сколько ща шляться буду),positive
RT @hardkvanon: Президент Германии бойкотирует Олимпиаду в Сочи http://t.co/AFb1v2jZEv Небось папка где-то под Сталинградом прилег? ;) )) Л…,positive
"@selemenev Женя, надо Лукасу на Новый год мешок с картошкой подарить)",positive
@HELLena_sama @pyzhique гугл точно что-то подозревает :DD,positive
Упоротный\,positive
"Сегодня утром включил мелкому 2х2, а там halo: legends. В итоге мелкий играл с мячом, а я на два с лишнем часа завис у ящика)))",positive
"Q: аааа,точно!!!))а арифова и ткаченко?или они тоже друзья,но не лучшие??  A: http://t.co/16ePKEVKco",positive
"В нашей школе такая хуйня творится,а они Родионова хотят.:*)омг",positive
Алиса опубликовала   и пропала более чем на сутки. Я хочу пожать руку этому мужчине. :),positive
ахах) круто погуляли с любимой)*) хочу ещё)\,positive
"На моем факультете будет экономика, математика, информатика и основы естествознания :) http://t.co/jE26DshjER",positive
@borisoffoto @ekozlov это можно смотреть бесконечно :),positive
#byАхременко,positive
"""Юсья шааа пинесьлааа""\",positive
"@asdrtyzxc аххах, ого ого, и даже ""опять""\",positive
"Они собрались ""работать"" не ""большими"" группами по 50-60 тыс.чел... ))",positive
:3,positive
"@Biankanumber1 Тебе передали, что ты хорошо поёшь:))",positive
"Спасибо моим любимым за верашний сюрприз, подарки и вообще за все, вы самые лучшие,люблю вас очень сильно)",positive
"Спартак победил  в 2-ух матчах подряд Барселону ,с одинаковым счётом 5:4! ) Народная команда продемонстрировала свой дух , свой характер!)))",positive
RT @apyraqaje: скарим не запускаеться) подумал.... лежу считаю розовых слоников),positive
"@NikySHARP из какой колонии ? Онаж в железнодорожной больнице в Харькове ) милое место, я там был два раза )",positive
"как же с утра хочется услышать:""Просыпайся доченька,пора в садик!""))) #FF_RU",positive
"Прекрасная Джен,заслуживает быть в актуальных:)",positive
Подборка Новогодних фильмов) http://t.co/aF6bf7Kocr,positive
"Судя по предыдущему тви, на фите меня б покарали б х) Как вообще так промахнуться можно было? х)",positive
кто меня успел заснять пока я жру?:D,positive
"RT @efawobiv: ну что Рашша, увидимся в конце декабря:)",positive
@JuliaP51 Хехе) Не за что. Я  вот подобные люблю. А Женщину в черном смотрела? Тебе главный герой не понра ),positive
&gt;&gt;&gt; VIA Танд шинэ жилээр юу тохиолдох вэ? &lt;&lt;&lt; гэсэн дээр дараарай :) http://t.co/OzQymG8NvP,positive
"Знаешь, с каждым днем теряю к тебе доверие! \",positive
RT @Marishka_333: Вчера ходила на массовое так на каталась что ноги болят:D,positive
"@kosmachanastasi  козерог , а что про себя ничего не написала??)",positive
@crazy_kristel о да\,positive
"именно я ненавижу такие голосования,за то,что они так долго тянут\",positive
Юн:10+\,positive
"#RT @miva__iva Пожарники - веселый народ. Они едут отмочить там, где кто-то отжег =))",positive
"Огромное количество пожилых людей. Очень приятно, что они ходят на такие мероприятия)",positive
"Родители, я вас очень люблю и горжусь вами :* Спасибо что вы у меня есть :*",positive
"@svetlojar @BaJlepa_ а, соре, я был вне темы последнего срача :)",positive
"@Lira_Belaqua спасибо, милая)!) удачного и тебе дня!",positive
"RT @ShurikSashulik: Кончился табак, раскрыли сигарету:)",positive
"@disappear___ не, он не жестокий. меня с 9 утра пытались разбудить :) я отбивалась как могла с:",positive
\,positive
RT @zalezaka: На офигенной выставке работ Гисберта Ханекроота - он фотографировал рок звезд 1970:) Мик Джагер Просто… http://t.co/BUp0ced2xv,positive
@Elizabez понятия не имею какие смайлы ты прислала :D,positive
лежу смотрю уральские пельмени:D,positive
"RT @ELdor4ik: ""@ShohsikA: Успокоилась чуть-чуть. #СпасибоШоколад"" щедрая душа)) Аленка))) не тормози прочитай твит от Шохсик с шоколадом)",positive
Юн:10++\,positive
"@votreecoeur, да я представляю :D теперь следи, чтобы он снова не стал пускать слюни на планшет :D",positive
"с вас #RT ,\",positive
"@_20061982 и не за несколько минут, а сек. у вики спроси она знает:-D",positive
ты на ракету когда ездишь? — мб по каким дням?:D \,positive
@m_levinskaya @Dima_Erykalov я вот примерно что-то подобное и ожидал))),positive
RT @london_baileys: @Kei_Iana ахахахаах) СЛАВИКА БЕРЕМ!),positive
"блиин вчера же у меня были именины, а я со всем забыла))",positive
@s_bezrukov не болейте!!!)))Ждём 20 числа в Новосибирске))),positive
В прошлом обожала Закрытую школу :3\,positive
Q: Как часто ты плачешь? )  A: http://t.co/0iGaakJaDE,positive
"Лента, я снова нуждаюсь в вашей помощи\",positive
RT @Dina_Riad_: УРАААА ВЕЛИКАЯ МЕРИНОВА ОТКРЫЛА РЕТВИТЫ:D,positive
"я плохо,я заболел,но возможно завтра в школу не пойду и дома один,ухахаахах\",positive
музыку слушаю с:,positive
@Anya3829 ты о том что тебя очень сложно сфотать сверху? ;),positive
:),positive
"@kuguarrr ой а чтоооо там, я бы вообще ее всю пересмотрела)",positive
"@morphine5 не, мне мое нравится, а ты тут че - то говорил, что тебе юп не нравится, но ты смени, не мучайся :-)",positive
Семейными тихими вечерами. .. Дамбруско мне в помощь - чтоб солнце раньше встало) http://t.co/rR7FSdwLQe,positive
@nikaveronika3 мы просто хотим победы своей любимой команды)) Челси навсегда &lt;3,positive
"А через лет 10,я буду вспоминать все эти звонки,банки и все прочее с улыбкой на лице;)",positive
RT @Mikuppa01: @JuliYulik и тебе оргии с Гагой в сны:),positive
"Мам,ну не надо мне больше пижам с мишками,я уже взрослая!)в конце концов 81 год пошел:D",positive
Прекрасно станцевала показательное:*,positive
ТААААНЯ :D ГОСПОДИ АХАХАХХАХАХА Я ПРОСТО УМИРАЮ ОТ СМЕХА :D АХАХАХАХХА,positive
кальян на єбаш факти про мене) — нананааннаанананаанаананананна http://t.co/CKrRlwB1KY,positive
"@Merlinka_ да хуй знает, мне просто так нравились там некоторые отрывки... но, видать, они нравились только мне :)",positive
"@MKsenzhik спасибо за день, любимая❤️ Сегодня нам бассейн сделал подарок, на который мы долго любовались)",positive
"Найл отобрал у тебя плюшевого медведя и сказал,что ревнует тебя к нему,ведь ты все время спишь с плюшевым :D",positive
"RT @BOBA_KOT: Буду ванговать:возраст,цвет волос,цвет глаз,месяц рождения:D \",positive
"http://t.co/lSyl1PZryw задайте мне вооопрооосыы, чувакии :D",positive
"@Danil_Riazanov хмм посмотри ""повторяющие реальность"" ) если не смотрел",positive
мама Антона обо мне сегодня позаботилась:))) http://t.co/w4AZSvh5eg,positive
"@kaleriya_meow  Панда,это кто?:D \",positive
"Когда пытаюсь почистить туеву хучу закладок, нахожу уйму интересного, залипаю часа на два и в итоге нихера, блять, не чищу :D",positive
@din_thomas_ @B_Zabini Вот их мне жалко.Всегда мечтала о ручном Т-рексе)Я бы назвала его Пушок :DИ он бы меня охранял и путешествовал с мной,positive
@detroit_getto я со с 27 ноября держалась до 7 декабря:3\,positive
"@phitumappophar, Я в индии ела сладости с серебром)) пищевым)) Японцы - видать - богаче))",positive
"@Cactus_Officer РАССЛАБЬСЯ, Я ВАЩИ УРОКИ НИ ДЕЛАЛ ИЗ ЗА КАРТИНЫ, ЗАВТРА ОТПРАВЛЮ ЕСЛИ ЧЕ))))",positive
"@Marie_Lagrange ахаха, а я только хотела написать: как бы там ни было, а Сережка таки умён http://t.co/UZJVGT5nz1  ;)",positive
Я ОООЧЕНЬ ВПЕЧАТЛИТЕЛЬНЫЙ ЧЕЛОВЕК...\,positive
И меня вынесло :D,positive
#закат http://t.co/XTaFcjObMo,positive
Я ще ж завтра на тренування йду))),positive
@Alex_SheBe @Jameson_kate @KENTozzzio @id_punker наверно фильм заслуживает оскара))),positive
"аазазааз,делать нечего",positive
когда приедишь?? мы скучаем)) — в конце января или в начале февраля) http://t.co/qJvytms7Tp,positive
"Сегодня мне дядя сказал, что если я смоу доказать равенство 0 : 0 = 1, он подарит все что угодно мне на НГ. Дал 7 дней. Вызов принят)",positive
Небольшое Fragmovie на канале) http://t.co/FMpVEXAFEr,positive
"Илюха купил снегоход, сегодня катались на нем, было круто)",positive
Весь день ходила как дерьмо\,positive
Но я его динамила жестче:),positive
@zackforex И ты еще там пока живешь.......селят придурков в наших городах..),positive
"RT @redhot4ili: Египет, где два президента по требованию местных майданщиков уже сидят, может вновь стать полицейским государством.)) http:…",positive
"@cherri_wood я и не люблю его. Просто красивый очень. Симпатия. БОЖЕ, КАК ЖЕ Я ПАЛЮСЬ СЕЙЧАС :D",positive
"RT @Bloody_SAW82: @orange_kaktus @tasteYOGURT НЕ, НУ ЭТО ПРЕДЕЛ МИЛОТЫ ЧЕЛОВЕЧЕСКОЙ *О* СПАСИБО БОЛЬШОЕ) ТЫ САМЫЙ ЛУЧШИЙ ХОЗЯИН) МЫ С КОТОМ…",positive
"цыбушкина,ещё бы ты не рада была:))\",positive
тобі подобається олег!!!!!)! — це питання особистого характеру...пиши в приват! http://t.co/ru3JL9msZf,positive
@MashaFilonencko можно я к тебе буду ходить заниматься ?),positive
RT @vtaynulo123: люблю когда Сусик обо мне заботиться:*\,positive
зима что ли?\,positive
#echelonlovesfathers,positive
@_anne_jane_ как вижу белое св платье - представляю бухих ужасных гостей за столом х),positive
"ай ладно, будь что будет)\",positive
"Класно погуляли,побісились,повалялись!\",positive
RT @darkalex672: @AppleThemeVid все супер! Мы тебя любим ;) Продолжай снимать :D,positive
"Вот напишешь такой радостный ""ребят,нас уже 2500 ) """,positive
"Когда в фильме всё хорошо и все кидаются попкорном, Лиза найдёт печальный момент и заплачет)\",positive
"RT @v_votchitsev: У Укров явная задержка в развитии по сносу памятников  :) Даже тормознутее Эстонцев с Грузинами. Впрочем, - це европа :)))",positive
"правосуд нравится ? — Даша? С чего это?) нет, не нравится) http://t.co/T8p4hDMjtq",positive
"@Londa19Lorens я про то, что ты Арсенал дерьмом назвала)",positive
"@dedka_kosmos мне на мгновение показалось, что речь идет о Линкевиче, я права?)",positive
"RT @taddy_x: @Be_happy_now_ у меня столько в жизни происходит, пока ты так далеко. Приедешь, мы пойдем в кофшоп и напьемся орео-шейка:) Зна…",positive
"Мне таких комплиментов никто еще не говорил :D я в шоке,если честно ахазаха",positive
RT @natashazotova: Ахахаха)) http://t.co/lA32xil1UW,positive
"@Just_a_god @Lady0Pink блин, Валера, один из самых тупых вопросов, которые я видела)",positive
"Все в снежки играют, а Диана закупилась, идет точит и точит, на всех похуй :D",positive
"2)я норм отношусь к евромайдану но вандализм - это ущербность, ломать не строить",positive
"Поля, спасибо за прекрасный день =) Я надеюсь тебе понравилась экскурсия по колупани =)) ахахаха",positive
"@yliamiu @green____apple ой, я в химии - ноль. так что я могу только продавать или употреблять :D",positive
Имя\,positive
Пхааахах даже с парка нормально выйти не можем :) http://t.co/dpOq7j8JDE,positive
"День хорошо прошел, обычным чередом..Вечерок)) А сейчас уроки и спать)",positive
@alenachka_ может на эти приеду))) и всё расскажешь),positive
"@know_facts То то я смотрю , у всех пальцы короткие какие то )))",positive
RT @shipilavaa: @1D_London_ILY а я смущен:3\,positive
ты ток не взлетай:***,positive
@hey_mudila я почему-то вспоминаю наших чиновников при прослушивании :),positive
RT @GadelShakirov: Не с натуры... а жаль ;) http://t.co/9EalnHHwM2,positive
в принципе определились где будем отмечать Новый Год),positive
Хочу быть пиратом. Старая #мечта,positive
@VictoriaBronova Страаанноо всее дуже странно! :) http://t.co/VDlNLDBzze,positive
Уф...хорошо провела выходные в тихом семейном кругу. Прогуливались по шикарной погоде))),positive
"Целых десять дней...черт, как же это долго. Приезжай по-скорее, я тебя жду, любимая:* крабушу моя:*… http://t.co/8hpklZNrYy",positive
Катюююша спасииибо тебе) Что сидела со мной за сценой и подбадривала меня) Ты очень крутая) Как… http://t.co/Y75NqKOwwE,positive
Уже нет сил)я уже пол часа пытаюсь выйти из этого твттера))) #HappyBirthdayIanFromRussia,positive
Возраст \,positive
"ну,когда я осветляюсь под покраску на меня страшно смотреть хд блондин вот не идет х)",positive
ХУЛИ БЛЯТЬ\,positive
Задорная поздравительная растяжка в соседнем дворе)) позитивненько))) http://t.co/FRGtx3Dqng,positive
@CuteFoxFace просто  баба какая-то на улице напала),positive
КАРИЕ\,positive
@2801810 Мне даже перед собой не в чем исповедоваться..:),positive
"и времени ушло,\",positive
RT @pavelsheremet: “@svaboda: http://t.co/jmJLqyz6ve” Лениных хватит еще на несколько революций),positive
Они прелестны ^_^\,positive
@liryasta я уже было расстроилась. и даже включила грустную песню. не скажу какую:D ты же потом мне ее вспоминать будешь:D,positive
У нас новоселье) Данки немного в шоке) http://t.co/ymHjfK67FW,positive
Дима\,positive
"RT @Aleks_Tania: @AllSweetOne   Вау, ты везунчик :)",positive
"@T_Tigrannn прекрати, мои мысли никому не подвластны!)",positive
RT @tipuserudyxybe: Почему КОНЕЦ СВЕТА не называется П*ЗДЕЦ ПЛАНЕТЕ ? :D,positive
"злодеус грил что вы не одноклассники, а кто вы? с:",positive
@keeeks_ik ты кого нить из своих позови))вот они пускай и покупают,positive
